iter	Accuracy	Logloss
883	0.9528619529	0.1683584238
884	0.9528619529	0.1682852105
885	0.9528619529	0.1682379871
886	0.9528619529	0.168140911
887	0.9528619529	0.1680005942
888	0.9528619529	0.1678663833
889	0.9528619529	0.1678136645
890	0.9528619529	0.167562936
891	0.9539842873	0.1672688945
892	0.9539842873	0.1671579588
893	0.9539842873	0.1669658163
894	0.9539842873	0.1668357604
895	0.9539842873	0.1667361886
896	0.9539842873	0.1667219419
897	0.9539842873	0.16656768
898	0.9539842873	0.1663994093
899	0.9539842873	0.1662860405
900	0.9539842873	0.1662605875
901	0.9539842873	0.1661788198
902	0.9539842873	0.1661127992
903	0.9539842873	0.1661020612
904	0.9539842873	0.1658752044
905	0.9539842873	0.165688955
906	0.9539842873	0.1656112635
907	0.9539842873	0.1654713124
908	0.9539842873	0.1652452684
909	0.9539842873	0.1651243857
910	0.9551066218	0.164948904
911	0.9551066218	0.1648794032
912	0.9551066218	0.1646574739
913	0.9551066218	0.1645199619
914	0.9551066218	0.1644060819
915	0.9551066218	0.1642772979
916	0.9551066218	0.1641316239
917	0.9551066218	0.1639762253
918	0.9551066218	0.163932406
919	0.9551066218	0.1638323887
920	0.9551066218	0.163761924
921	0.9551066218	0.1635231483
922	0.9551066218	0.1633873062
923	0.9551066218	0.163287721
924	0.9551066218	0.1631517174
925	0.9551066218	0.1630400415
926	0.9551066218	0.1629577664
927	0.9551066218	0.1627624986
928	0.9551066218	0.1626158665
929	0.9551066218	0.1625545637
930	0.9551066218	0.1621661724
931	0.9551066218	0.1619990543
932	0.9551066218	0.1619106975
933	0.9551066218	0.1618511358
934	0.9551066218	0.1617537307
935	0.9551066218	0.1616878852
936	0.9551066218	0.1616159377
937	0.9551066218	0.1614122224
938	0.9562289562	0.1613145921
939	0.9562289562	0.1611656972
940	0.9562289562	0.1611224726
941	0.9562289562	0.1609932209
942	0.9562289562	0.1608315069
943	0.9562289562	0.1604364069
944	0.9562289562	0.1604221378
945	0.9562289562	0.1603515226
946	0.9562289562	0.1602130174
947	0.9562289562	0.1600912509
948	0.9562289562	0.1599704885
949	0.9562289562	0.1599476985
950	0.9573512907	0.1598067485
951	0.9562289562	0.1596259457
952	0.9573512907	0.1595053562
953	0.9573512907	0.1593970769
954	0.9573512907	0.1593753594
955	0.9573512907	0.1592136003
956	0.9573512907	0.1591506322
957	0.9573512907	0.1588606564
958	0.9573512907	0.1587974322
959	0.9573512907	0.1586516132
960	0.9573512907	0.1585990176
961	0.9573512907	0.1585843064
962	0.9573512907	0.1585133321
963	0.9573512907	0.1584886249
964	0.9573512907	0.1584811903
965	0.9573512907	0.1584466052
966	0.9573512907	0.158374653
967	0.9573512907	0.1583209661
968	0.9573512907	0.1581228725
969	0.9573512907	0.1579288007
970	0.9573512907	0.1579140483
971	0.9573512907	0.1578932893
972	0.9573512907	0.1577510109
973	0.9573512907	0.1576805204
974	0.9573512907	0.1575638961
975	0.9573512907	0.1574867475
976	0.9573512907	0.1573942038
977	0.9573512907	0.1573573753
978	0.9573512907	0.1573503978
979	0.9562289562	0.1572473908
980	0.9562289562	0.1571138993
981	0.9573512907	0.1570032619
982	0.9573512907	0.1569366122
983	0.9573512907	0.1565572524
984	0.9573512907	0.1564000416
985	0.9573512907	0.1563697936
986	0.9573512907	0.1563169194
987	0.9573512907	0.156254239
988	0.9562289562	0.1561434646
989	0.9562289562	0.1561327326
990	0.9562289562	0.1560789845
991	0.9562289562	0.1560326125
992	0.9562289562	0.1559567536
993	0.9562289562	0.1557881841
994	0.9573512907	0.1556049539
995	0.9573512907	0.1555740367
996	0.9573512907	0.1554462325
997	0.9573512907	0.155380928
998	0.9573512907	0.1551981198
999	0.9573512907	0.155113028
1000	0.9573512907	0.1550835593
1001	0.9573512907	0.1549561171
1002	0.9573512907	0.1548922374
1003	0.9573512907	0.1548054301
1004	0.9573512907	0.1547310528
1005	0.9573512907	0.1546117271
1006	0.9573512907	0.1544278491
1007	0.9573512907	0.1543927298
1008	0.9573512907	0.1542643522
1009	0.9573512907	0.1542429536
1010	0.9573512907	0.1540142531
1011	0.9573512907	0.1538621162
1012	0.9573512907	0.1537458835
1013	0.9573512907	0.1537117705
1014	0.9573512907	0.1536957429
1015	0.9573512907	0.1536201019
1016	0.9573512907	0.1536154414
1017	0.9573512907	0.1535354061
1018	0.9573512907	0.153453485
1019	0.9573512907	0.1534104289
1020	0.9573512907	0.1532075495
1021	0.9573512907	0.1531112569
1022	0.9573512907	0.1530088843
1023	0.9584736251	0.1526868613
1024	0.9584736251	0.1526219402
1025	0.9584736251	0.152408137
1026	0.9584736251	0.1523972912
1027	0.9584736251	0.1523599733
1028	0.9584736251	0.1522911264
1029	0.9584736251	0.1521379361
1030	0.9584736251	0.1520035658
1031	0.9584736251	0.1519374292
1032	0.9595959596	0.1518496253
1033	0.9595959596	0.1517489095
1034	0.9595959596	0.1516593062
1035	0.9595959596	0.1515779396
1036	0.9595959596	0.1515276117
1037	0.9584736251	0.1514840938
1038	0.9584736251	0.1513369661
1039	0.9584736251	0.1512858158
1040	0.9595959596	0.1511615654
1041	0.9595959596	0.1510141756
1042	0.9595959596	0.1509565579
1043	0.9595959596	0.1508972742
1044	0.9595959596	0.1507752305
1045	0.9595959596	0.1506611961
1046	0.9595959596	0.1505452185
1047	0.9595959596	0.1505073189
1048	0.9595959596	0.1501455601
1049	0.9595959596	0.1500335855
1050	0.9595959596	0.149992902
1051	0.9595959596	0.149946635
1052	0.9595959596	0.1498143667
1053	0.9595959596	0.1497341645
1054	0.9595959596	0.1496423453
1055	0.9595959596	0.1494898095
1056	0.9595959596	0.1494428346
1057	0.9595959596	0.1493685638
1058	0.9595959596	0.1492353632
1059	0.9595959596	0.1491710418
1060	0.9595959596	0.1491357539
1061	0.9607182941	0.1491083435
1062	0.9607182941	0.1489680064
1063	0.9607182941	0.1489608892
1064	0.9607182941	0.1488265462
1065	0.9607182941	0.1488106633
1066	0.9607182941	0.1487406899
1067	0.9607182941	0.1487348507
1068	0.9607182941	0.1486520524
1069	0.9607182941	0.1485180325
1070	0.9607182941	0.1484502446
1071	0.9607182941	0.1483313359
1072	0.9607182941	0.1482232803
1073	0.9607182941	0.1481432559
1074	0.9607182941	0.1481192282
1075	0.9607182941	0.1479575924
1076	0.9607182941	0.147894402
1077	0.9607182941	0.1478315752
1078	0.9607182941	0.1477420934
1079	0.9607182941	0.1476433431
1080	0.9607182941	0.1475279171
1081	0.9607182941	0.1474717327
1082	0.9607182941	0.1472994102
1083	0.9607182941	0.1471548579
1084	0.9618406285	0.1470856851
1085	0.9618406285	0.1470636698
1086	0.9618406285	0.1470004705
1087	0.9618406285	0.1469503367
1088	0.9618406285	0.146842499
1089	0.9618406285	0.1464799278
1090	0.9618406285	0.1463999294
1091	0.9618406285	0.1462008107
1092	0.9618406285	0.1460514176
1093	0.9618406285	0.1459707404
1094	0.9618406285	0.1458814085
1095	0.9618406285	0.1458324143
1096	0.9618406285	0.1457800317
1097	0.9618406285	0.1456720177
1098	0.9618406285	0.1456661423
1099	0.9618406285	0.1455212754
1100	0.9607182941	0.1454384196
1101	0.9607182941	0.1451862226
1102	0.9607182941	0.1450654445
1103	0.9607182941	0.1450323273
1104	0.9607182941	0.1448797259
1105	0.9607182941	0.144806817
1106	0.9607182941	0.1446534357
1107	0.9618406285	0.1443746282
1108	0.9618406285	0.1443551495
1109	0.9618406285	0.1442825146
1110	0.9607182941	0.1441648289
1111	0.9607182941	0.1441491975
1112	0.9618406285	0.1439450637
1113	0.9618406285	0.1438263445
1114	0.9618406285	0.1437320249
1115	0.9618406285	0.1436248142
1116	0.962962963	0.1435233034
1117	0.962962963	0.1433671598
1118	0.962962963	0.1432974246
1119	0.962962963	0.143286612
1120	0.962962963	0.1432330678
1121	0.962962963	0.1430353157
1122	0.962962963	0.1429615832
1123	0.962962963	0.1427676492
1124	0.962962963	0.1426723067
1125	0.962962963	0.1426336495
1126	0.962962963	0.142548292
1127	0.962962963	0.1424704351
1128	0.962962963	0.1423431573
1129	0.962962963	0.1422521698
1130	0.962962963	0.1421739888
1131	0.962962963	0.14211068
1132	0.962962963	0.1420840373
1133	0.962962963	0.1420283212
1134	0.962962963	0.1418781918
1135	0.962962963	0.1417551831
1136	0.962962963	0.1415871229
1137	0.962962963	0.1415484424
